Country,League,Year,Stadium,Club,Stadium Capacity,Season Total Spectators,Season Average,Total Matches,Sold Out,Average Attendance Percentage
Spain,La Liga,2004,Spotify Camp Nou,FC Barcelona,99354,1377181,72483,19,,73.0
Spain,La Liga,2004,Santiago Bernabéu,Real Madrid,81044,1326326,69807,19,,86.1
Spain,La Liga,2004,Mestalla,Valencia CF,48600,839000,44158,19,1,90.9
Spain,La Liga,2004,Ramón Sánchez-Pizjuán,Sevilla FC,43883,718500,39917,18,2,91.0
Spain,La Liga,2004,Civitas Metropolitano,Atlético de Madrid,68456,693451,43341,16,1,63.3
Spain,La Liga,2004,Benito Villamarín,Real Betis Balompié,59378,650000,34211,19,,57.6
Spain,La Liga,2004,San Mamés,Athletic Bilbao,53289,617564,32503,19,1,61.0
Spain,La Liga,2004,La Romareda,Real Zaragoza,33608,471000,29438,16,,87.6
Spain,La Liga,2004,Reale Arena ,Real Sociedad,39313,411367,21651,19,,55.1
Spain,La Liga,2004,La Rosaleda,Málaga CF,30044,390000,24375,16,1,81.1
Spain,La Liga,2004,Abanca Riazor,Deportivo de La Coruña,32912,376800,25120,15,1,76.3
Spain,La Liga,2004,RCDE Stadium,RCD Espanyol Barcelona,40500,344590,24614,14,,60.8
Spain,La Liga,2004,La Cerámica,Villarreal CF,23500,341500,17974,19,,76.5
Spain,La Liga,2004,Ciutat de València,Levante UD,26354,306206,18012,17,,68.4
Spain,La Liga,2004,El Sadar,CA Osasuna,23576,288198,15168,19,,64.3
Spain,La Liga,2004,Visit Mallorca Estadi,RCD Mallorca,20500,250000,16667,15,1,81.3
Spain,La Liga,2004,Carlos Belmonte,Albacete Balompié,17524,223600,13975,16,,79.8
Spain,La Liga,2004,El Sardinero,Racing Santander,22222,214775,13423,16,,60.4
Spain,La Liga,2004,Coliseum Alfonso Pérez,Getafe CF,16800,199300,13287,15,1,79.1
Spain,La Liga,2004,Los Pajaritos,CD Numancia,8261,118991,7933,15,3,96.0
Spain,La Liga,2005,Spotify Camp Nou,FC Barcelona,99354,1394322,73385,19,,73.9
Spain,La Liga,2005,Santiago Bernabéu,Real Madrid,81044,1390704,73195,19,,90.3
Spain,La Liga,2005,Mestalla,Valencia CF,48600,819000,43105,19,,88.7
Spain,La Liga,2005,Civitas Metropolitano,Atlético de Madrid,68456,792500,41711,19,,60.9
Spain,La Liga,2005,Ramón Sánchez-Pizjuán,Sevilla FC,43883,756950,39839,19,,90.8
Spain,La Liga,2005,Benito Villamarín,Real Betis Balompié,59378,739000,38895,19,,65.5
Spain,La Liga,2005,San Mamés,Athletic Bilbao,53289,700000,36842,19,2,69.1
Spain,La Liga,2005,La Romareda,Real Zaragoza,33608,528596,27821,19,,82.8
Spain,La Liga,2005,Reale Arena ,Real Sociedad,39313,440914,23206,19,,59.0
Spain,La Liga,2005,RCDE Stadium,RCD Espanyol Barcelona,40500,432412,22759,19,,56.2
Spain,La Liga,2005,Abanca Balaídos,Celta de Vigo,29000,387250,20382,19,,70.3
Spain,La Liga,2005,La Rosaleda,Málaga CF,30044,378500,19921,19,1,66.3
Spain,La Liga,2005,Abanca Riazor,Deportivo de La Coruña,32912,373500,19658,19,,59.7
Spain,La Liga,2005,La Cerámica,Villarreal CF,23500,355000,18684,19,,79.5
Spain,La Liga,2005,Nuevo Mirandilla,Cádiz CF,21094,352000,18526,19,1,87.8
Spain,La Liga,2005,El Sadar,CA Osasuna,23576,319619,16822,19,,71.4
Spain,La Liga,2005,Visit Mallorca Estadi,RCD Mallorca,20500,305400,16074,19,,78.4
Spain,La Liga,2005,El Sardinero,Racing Santander,22222,276982,14578,19,,65.6
Spain,La Liga,2005,Mendizorroza,Deportivo Alavés,19840,269045,14160,19,,71.4
Spain,La Liga,2005,Coliseum Alfonso Pérez,Getafe CF,16800,259200,13642,19,,81.2
Spain,La Liga,2006,Santiago Bernabéu,Real Madrid,81044,1456354,76650,19,2,94.6
Spain,La Liga,2006,Spotify Camp Nou,FC Barcelona,99354,1414894,74468,19,1,75.0
Spain,La Liga,2006,Civitas Metropolitano,Atlético de Madrid,68456,878320,46227,19,1,67.5
Spain,La Liga,2006,Mestalla,Valencia CF,48600,827800,43568,19,1,89.7
Spain,La Liga,2006,Ramón Sánchez-Pizjuán,Sevilla FC,43883,787649,41455,19,3,94.5
Spain,La Liga,2006,San Mamés,Athletic Bilbao,53289,721750,37987,19,5,71.3
Spain,La Liga,2006,Benito Villamarín,Real Betis Balompié,59378,701000,36895,19,,62.1
Spain,La Liga,2006,La Romareda,Real Zaragoza,33608,575000,30263,19,1,90.1
Spain,La Liga,2006,RCDE Stadium,RCD Espanyol Barcelona,40500,528198,27800,19,,68.6
Spain,La Liga,2006,Reale Arena ,Real Sociedad,39313,450407,23706,19,,60.3
Spain,La Liga,2006,Abanca Balaídos,Celta de Vigo,29000,443000,23316,19,,80.4
Spain,La Liga,2006,Abanca Riazor,Deportivo de La Coruña,32912,419789,22094,19,1,67.1
Spain,La Liga,2006,La Cerámica,Villarreal CF,23500,406000,21368,19,2,90.9
Spain,La Liga,2006,Visit Mallorca Estadi,RCD Mallorca,20500,343000,18053,19,1,88.1
Spain,La Liga,2006,El Sadar,CA Osasuna,23576,342759,18040,19,,76.5
Spain,La Liga,2006,El Sardinero,Racing Santander,22222,331779,17462,19,1,78.6
Spain,La Liga,2006,Ciutat de València,Levante UD,26354,328205,17274,19,,65.6
Spain,La Liga,2006,Nuevo Colombino,Recreativo Huelva,21670,317596,16716,19,,77.1
Spain,La Liga,2006,Coliseum Alfonso Pérez,Getafe CF,16800,252000,13263,19,2,79.0
Spain,La Liga,2006,Nou Estadi Costa Daurada,Gimnàstic de Tarragona,14591,231540,12186,19,2,83.5
Spain,La Liga,2007,Santiago Bernabéu,Real Madrid,81044,1455300,76595,19,2,94.5
Spain,La Liga,2007,Spotify Camp Nou,FC Barcelona,99354,1330489,70026,19,,70.5
Spain,La Liga,2007,Civitas Metropolitano,Atlético de Madrid,68456,863553,45450,19,3,66.4
Spain,La Liga,2007,Mestalla,Valencia CF,48600,783000,41211,19,,84.8
Spain,La Liga,2007,Ramón Sánchez-Pizjuán,Sevilla FC,43883,752500,39605,19,2,90.3
Spain,La Liga,2007,Benito Villamarín,Real Betis Balompié,59378,715000,37632,19,,63.4
Spain,La Liga,2007,San Mamés,Athletic Bilbao,53289,694000,36526,19,2,68.5
Spain,La Liga,2007,La Romareda,Real Zaragoza,33608,583192,30694,19,2,91.3
Spain,La Liga,2007,RCDE Stadium,RCD Espanyol Barcelona,40500,423471,22288,19,,55.0
Spain,La Liga,2007,Enrique Roca,Real Murcia CF,31175,408958,21524,19,,69.0
Spain,La Liga,2007,La Cerámica,Villarreal CF,23500,364080,19162,19,1,81.5
Spain,La Liga,2007,Abanca Riazor,Deportivo de La Coruña,32912,360311,18964,19,1,57.6
Spain,La Liga,2007,El Sardinero,Racing Santander,22222,351679,18509,19,3,83.3
Spain,La Liga,2007,Nuevo José Zorrilla,Real Valladolid CF,27618,350499,18447,19,1,66.8
Spain,La Liga,2007,Visit Mallorca Estadi,RCD Mallorca,20500,340600,17926,19,,87.5
Spain,La Liga,2007,El Sadar,CA Osasuna,23576,328863,17309,19,1,73.4
Spain,La Liga,2007,Nuevo Colombino,Recreativo Huelva,21670,326950,17208,19,1,79.4
Spain,La Liga,2007,Power Horse Stadium,UD Almería,15274,297015,15632,19,,102.4
Spain,La Liga,2007,Ciutat de València,Levante UD,26354,251337,13228,19,1,50.2
Spain,La Liga,2007,Coliseum Alfonso Pérez,Getafe CF,16800,211000,11105,19,1,66.1
Spain,La Liga,2008,Spotify Camp Nou,FC Barcelona,99354,1347602,70926,19,,71.4
Spain,La Liga,2008,Santiago Bernabéu,Real Madrid,81044,1345500,70816,19,2,87.4
Spain,La Liga,2008,Civitas Metropolitano,Atlético de Madrid,68456,837553,44082,19,3,64.4
Spain,La Liga,2008,Ramón Sánchez-Pizjuán,Sevilla FC,43883,796298,41910,19,2,95.5
Spain,La Liga,2008,Benito Villamarín,Real Betis Balompié,59378,713500,37553,19,1,63.2
Spain,La Liga,2008,San Mamés,Athletic Bilbao,53289,679000,35737,19,1,67.1
Spain,La Liga,2008,Mestalla,Valencia CF,48600,661000,34789,19,,71.6
Spain,La Liga,2008,La Rosaleda,Málaga CF,30044,484964,25524,19,,85.0
Spain,La Liga,2008,RCDE Stadium,RCD Espanyol Barcelona,40500,448455,23603,19,,58.3
Spain,La Liga,2008,El Molinón - Enrique Castro Quini,Sporting Gijón,29029,424370,22335,19,2,76.9
Spain,La Liga,2008,Abanca Riazor,Deportivo de La Coruña,32912,351711,18511,19,1,56.2
Spain,La Liga,2008,El Sardinero,Racing Santander,22222,346885,18257,19,1,82.2
Spain,La Liga,2008,La Cerámica,Villarreal CF,23500,345700,18195,19,1,77.4
Spain,La Liga,2008,El Sadar,CA Osasuna,23576,340516,17922,19,,76.0
Spain,La Liga,2008,Nuevo José Zorrilla,Real Valladolid CF,27618,321505,16921,19,,61.3
Spain,La Liga,2008,Nuevo Colombino,Recreativo Huelva,21670,313816,16517,19,,76.2
Spain,La Liga,2008,Visit Mallorca Estadi,RCD Mallorca,20500,282642,14876,19,1,72.6
Spain,La Liga,2008,Power Horse Stadium,UD Almería,15274,224187,11799,19,,77.3
Spain,La Liga,2008,Coliseum Alfonso Pérez,Getafe CF,16800,209500,11026,19,,65.6
Spain,La Liga,2008,Los Pajaritos,CD Numancia,8261,152760,8040,19,2,97.3
Spain,La Liga,2009,Spotify Camp Nou,FC Barcelona,99354,1463373,77020,19,,77.5
Spain,La Liga,2009,Santiago Bernabéu,Real Madrid,81044,1412000,74316,19,2,91.7
Spain,La Liga,2009,Mestalla,Valencia CF,48600,783400,41232,19,2,84.8
Spain,La Liga,2009,Civitas Metropolitano,Atlético de Madrid,68456,766147,40324,19,1,58.9
Spain,La Liga,2009,Ramón Sánchez-Pizjuán,Sevilla FC,43883,733347,38597,19,3,88.0
Spain,La Liga,2009,San Mamés,Athletic Bilbao,53289,685500,36079,19,2,67.7
Spain,La Liga,2009,RCDE Stadium,RCD Espanyol Barcelona,40500,529355,27861,19,,68.8
Spain,La Liga,2009,La Rosaleda,Málaga CF,30044,484098,25479,19,1,84.8
Spain,La Liga,2009,La Romareda,Real Zaragoza,33608,459000,24158,19,,71.9
Spain,La Liga,2009,El Molinón - Enrique Castro Quini,Sporting Gijón,29029,380185,20010,19,1,68.9
Spain,La Liga,2009,Heliodoro Rodríguez López,CD Tenerife,22824,367013,19316,19,,84.6
Spain,La Liga,2009,Nuevo José Zorrilla,Real Valladolid CF,27618,327452,17234,19,,62.4
Spain,La Liga,2009,La Cerámica,Villarreal CF,23500,324700,17089,19,,72.7
Spain,La Liga,2009,Abanca Riazor,Deportivo de La Coruña,32912,322711,16985,19,1,51.6
Spain,La Liga,2009,El Sadar,CA Osasuna,23576,319209,16800,19,,71.3
Spain,La Liga,2009,El Sardinero,Racing Santander,22222,310244,16329,19,1,73.5
Spain,La Liga,2009,Chapín,Xerez CD,20300,307872,16204,19,1,79.8
Spain,La Liga,2009,Visit Mallorca Estadi,RCD Mallorca,20500,250980,13209,19,,64.4
Spain,La Liga,2009,Power Horse Stadium,UD Almería,15274,225862,11887,19,,77.8
Spain,La Liga,2009,Coliseum Alfonso Pérez,Getafe CF,16800,206400,10863,19,1,64.7
Spain,La Liga,2010,Spotify Camp Nou,FC Barcelona,99354,1504643,79192,19,,79.7
Spain,La Liga,2010,Santiago Bernabéu,Real Madrid,81044,1325000,69737,19,1,86.1
Spain,La Liga,2010,Mestalla,Valencia CF,48600,780800,41095,19,,84.6
Spain,La Liga,2010,Civitas Metropolitano,Atlético de Madrid,68456,771000,40579,19,,59.3
Spain,La Liga,2010,San Mamés,Athletic Bilbao,53289,686350,36124,19,1,67.8
Spain,La Liga,2010,Ramón Sánchez-Pizjuán,Sevilla FC,43883,683000,35947,19,,81.9
Spain,La Liga,2010,La Rosaleda,Málaga CF,30044,500157,26324,19,4,87.6
Spain,La Liga,2010,RCDE Stadium,RCD Espanyol Barcelona,40500,497671,26193,19,,64.7
Spain,La Liga,2010,Reale Arena ,Real Sociedad,39313,476385,25073,19,,63.8
Spain,La Liga,2010,La Romareda,Real Zaragoza,33608,444000,23368,19,,69.5
Spain,La Liga,2010,El Molinón - Enrique Castro Quini,Sporting Gijón,29029,421100,22163,19,,76.4
Spain,La Liga,2010,José Rico Pérez,Hércules CF,30000,384500,20237,19,,67.5
Spain,La Liga,2010,Abanca Riazor,Deportivo de La Coruña,32912,384311,20227,19,1,61.5
Spain,La Liga,2010,La Cerámica,Villarreal CF,23500,364000,19158,19,,81.5
Spain,La Liga,2010,El Sadar,CA Osasuna,23576,306852,16150,19,,68.5
Spain,La Liga,2010,El Sardinero,Racing Santander,22222,291315,15332,19,,69.0
Spain,La Liga,2010,Visit Mallorca Estadi,RCD Mallorca,20500,277912,14627,19,1,71.4
Spain,La Liga,2010,Ciutat de València,Levante UD,26354,245349,12913,19,,49.0
Spain,La Liga,2010,Coliseum Alfonso Pérez,Getafe CF,16800,207900,10942,19,1,65.1
Spain,La Liga,2010,Power Horse Stadium,UD Almería,15274,198326,10438,19,,68.3
Spain,La Liga,2011,Spotify Camp Nou,FC Barcelona,99354,1426307,75069,19,,75.6
Spain,La Liga,2011,Santiago Bernabéu,Real Madrid,81044,1408000,74105,19,4,91.4
Spain,La Liga,2011,Civitas Metropolitano,Atlético de Madrid,68456,804851,42361,19,1,61.9
Spain,La Liga,2011,Benito Villamarín,Real Betis Balompié,59378,719926,37891,19,,63.8
Spain,La Liga,2011,Mestalla,Valencia CF,48600,711750,37461,19,1,77.1
Spain,La Liga,2011,Ramón Sánchez-Pizjuán,Sevilla FC,43883,687500,36184,19,2,82.5
Spain,La Liga,2011,San Mamés,Athletic Bilbao,53289,658750,34671,19,1,65.1
Spain,La Liga,2011,La Rosaleda,Málaga CF,30044,514928,27101,19,7,90.2
Spain,La Liga,2011,La Romareda,Real Zaragoza,33608,459700,24195,19,1,72.0
Spain,La Liga,2011,RCDE Stadium,RCD Espanyol Barcelona,40500,454608,23927,19,,59.1
Spain,La Liga,2011,Reale Arena ,Real Sociedad,39313,453724,23880,19,,60.7
Spain,La Liga,2011,Nuevo Los Cármenes,Granada CF,19336,406597,22589,18,9,116.8
Spain,La Liga,2011,El Molinón - Enrique Castro Quini,Sporting Gijón,29029,395500,20816,19,1,71.7
Spain,La Liga,2011,La Cerámica,Villarreal CF,23500,330000,17368,19,,73.9
Spain,La Liga,2011,El Sadar,CA Osasuna,23576,296226,15591,19,,66.1
Spain,La Liga,2011,Ciutat de València,Levante UD,26354,258135,13586,19,,51.6
Spain,La Liga,2011,Visit Mallorca Estadi,RCD Mallorca,20500,240614,12664,19,,61.8
Spain,La Liga,2011,El Sardinero,Racing Santander,22222,219934,11575,19,,52.1
Spain,La Liga,2011,Campo de Fútbol de Vallecas,Rayo Vallecano,15105,204333,10754,19,,71.2
Spain,La Liga,2011,Coliseum Alfonso Pérez,Getafe CF,16800,173500,9132,19,,54.4
Spain,La Liga,2012,Spotify Camp Nou,FC Barcelona,99354,1356246,71381,19,1,71.9
Spain,La Liga,2012,Santiago Bernabéu,Real Madrid,81044,1307608,68821,19,,84.9
Spain,La Liga,2012,Civitas Metropolitano,Atlético de Madrid,68456,852500,44868,19,,65.5
Spain,La Liga,2012,Mestalla,Valencia CF,48600,754000,39684,19,1,81.7
Spain,La Liga,2012,San Mamés,Athletic Bilbao,53289,689000,36263,19,3,68.1
Spain,La Liga,2012,Benito Villamarín,Real Betis Balompié,59378,674513,35501,19,1,59.8
Spain,La Liga,2012,Ramón Sánchez-Pizjuán,Sevilla FC,43883,584000,30737,19,,70.0
Spain,La Liga,2012,Abanca Riazor,Deportivo de La Coruña,32912,559421,29443,19,2,89.5
Spain,La Liga,2012,La Rosaleda,Málaga CF,30044,483193,25431,19,1,84.7
Spain,La Liga,2012,Reale Arena ,Real Sociedad,39313,454988,23947,19,,60.9
Spain,La Liga,2012,La Romareda,Real Zaragoza,33608,423196,22273,19,1,66.3
Spain,La Liga,2012,RCDE Stadium,RCD Espanyol Barcelona,40500,400954,21103,19,,52.1
Spain,La Liga,2012,Nuevo Los Cármenes,Granada CF,19336,371836,19570,19,3,101.2
Spain,La Liga,2012,Abanca Balaídos,Celta de Vigo,29000,362931,19102,19,1,65.9
Spain,La Liga,2012,Nuevo José Zorrilla,Real Valladolid CF,27618,332156,17482,19,1,63.3
Spain,La Liga,2012,El Sadar,CA Osasuna,23576,314335,16544,19,,70.2
Spain,La Liga,2012,Visit Mallorca Estadi,RCD Mallorca,20500,288679,15194,19,,74.1
Spain,La Liga,2012,Ciutat de València,Levante UD,26354,284872,14993,19,,56.9
Spain,La Liga,2012,Campo de Fútbol de Vallecas,Rayo Vallecano,15105,194678,10246,19,2,67.8
Spain,La Liga,2012,Coliseum Alfonso Pérez,Getafe CF,16800,164700,8668,19,,51.6
Spain,La Liga,2013,Spotify Camp Nou,FC Barcelona,99354,1365558,71871,19,1,72.3
Spain,La Liga,2013,Santiago Bernabéu,Real Madrid,81044,1356358,71387,19,,88.1
Spain,La Liga,2013,Civitas Metropolitano,Atlético de Madrid,68456,902030,47475,19,1,69.4
Spain,La Liga,2013,Mestalla,Valencia CF,48600,646374,34020,19,,70.0
Spain,La Liga,2013,San Mamés,Athletic Bilbao,53289,640267,33698,19,4,63.2
Spain,La Liga,2013,Ramón Sánchez-Pizjuán,Sevilla FC,43883,592936,31207,19,,71.1
Spain,La Liga,2013,Benito Villamarín,Real Betis Balompié,59378,578543,30450,19,,51.3
Spain,La Liga,2013,Manuel Martínez Valero,Elche CF,31388,466393,24547,19,,78.2
Spain,La Liga,2013,Reale Arena ,Real Sociedad,39313,443286,23331,19,1,59.4
Spain,La Liga,2013,La Rosaleda,Málaga CF,30044,415758,21882,19,1,72.8
Spain,La Liga,2013,Abanca Balaídos,Celta de Vigo,29000,376863,19835,19,,68.4
Spain,La Liga,2013,RCDE Stadium,RCD Espanyol Barcelona,40500,375812,19780,19,,48.8
Spain,La Liga,2013,La Cerámica,Villarreal CF,23500,330486,17394,19,,74.0
Spain,La Liga,2013,Nuevo José Zorrilla,Real Valladolid CF,27618,311052,16371,19,,59.3
Spain,La Liga,2013,Nuevo Los Cármenes,Granada CF,19336,307333,16175,19,,83.7
Spain,La Liga,2013,Ciutat de València,Levante UD,26354,291495,15342,19,,58.2
Spain,La Liga,2013,El Sadar,CA Osasuna,23576,289392,15231,19,,64.6
Spain,La Liga,2013,Power Horse Stadium,UD Almería,15274,217583,11452,19,3,75.0
Spain,La Liga,2013,Campo de Fútbol de Vallecas,Rayo Vallecano,15105,207037,10897,19,1,72.1
Spain,La Liga,2013,Coliseum Alfonso Pérez,Getafe CF,16800,142189,7484,19,,44.6
Spain,La Liga,2014,Spotify Camp Nou,FC Barcelona,99354,1475013,77632,19,1,78.1
Spain,La Liga,2014,Santiago Bernabéu,Real Madrid,81044,1397348,73545,19,1,90.8
Spain,La Liga,2014,Civitas Metropolitano,Atlético de Madrid,68456,882625,46454,19,,67.9
Spain,La Liga,2014,Mestalla,Valencia CF,48600,810912,42680,19,,87.8
Spain,La Liga,2014,San Mamés,Athletic Bilbao,53289,764609,40243,19,1,75.5
Spain,La Liga,2014,Ramón Sánchez-Pizjuán,Sevilla FC,43883,586679,30878,19,,70.4
Spain,La Liga,2014,La Rosaleda,Málaga CF,30044,450365,23703,19,7,78.9
Spain,La Liga,2014,Reale Arena ,Real Sociedad,39313,409542,21555,19,,54.8
Spain,La Liga,2014,Manuel Martínez Valero,Elche CF,31388,407552,21450,19,,68.3
Spain,La Liga,2014,Abanca Riazor,Deportivo de La Coruña,32912,398454,20971,19,1,63.7
Spain,La Liga,2014,Abanca Balaídos,Celta de Vigo,29000,365209,19222,19,,66.3
Spain,La Liga,2014,RCDE Stadium,RCD Espanyol Barcelona,40500,354475,18657,19,,46.1
Spain,La Liga,2014,Nuevo Los Cármenes,Granada CF,19336,328969,17314,19,,89.5
Spain,La Liga,2014,Nuevo Arcángel,Córdoba CF,21822,314824,16570,19,1,75.9
Spain,La Liga,2014,La Cerámica,Villarreal CF,23500,302222,15906,19,,67.7
Spain,La Liga,2014,Ciutat de València,Levante UD,26354,299799,15779,19,,59.9
Spain,La Liga,2014,Power Horse Stadium,UD Almería,15274,203822,10727,19,,70.2
Spain,La Liga,2014,Campo de Fútbol de Vallecas,Rayo Vallecano,15105,197767,10409,19,,68.9
Spain,La Liga,2014,Coliseum Alfonso Pérez,Getafe CF,16800,139765,7356,19,,43.8
Spain,La Liga,2014,Ipurua,SD Eibar,8164,90696,4773,19,1,58.5
Spain,La Liga,2015,Spotify Camp Nou,FC Barcelona,99354,1488507,78342,19,,78.9
Spain,La Liga,2015,Santiago Bernabéu,Real Madrid,81044,1290728,67933,19,,83.8
Spain,La Liga,2015,Civitas Metropolitano,Atlético de Madrid,68456,820812,43201,19,,63.1
Spain,La Liga,2015,San Mamés,Athletic Bilbao,53289,794684,41825,19,,78.5
Spain,La Liga,2015,Benito Villamarín,Real Betis Balompié,59378,723327,38070,19,1,64.1
Spain,La Liga,2015,Mestalla,Valencia CF,48600,708225,37275,19,1,76.7
Spain,La Liga,2015,Ramón Sánchez-Pizjuán,Sevilla FC,43883,644841,33939,19,,77.3
Spain,La Liga,2015,Abanca Riazor,Deportivo de La Coruña,32912,446142,23481,19,,71.4
Spain,La Liga,2015,El Molinón - Enrique Castro Quini,Sporting Gijón,29029,441346,23229,19,,80.0
Spain,La Liga,2015,Estadio de Gran Canaria,UD Las Palmas,32400,403716,21248,19,,65.6
Spain,La Liga,2015,La Rosaleda,Málaga CF,30044,400322,21070,19,,70.1
Spain,La Liga,2015,Reale Arena ,Real Sociedad,39313,387813,20411,19,,51.9
Spain,La Liga,2015,RCDE Stadium,RCD Espanyol Barcelona,40500,365442,19234,19,,47.5
Spain,La Liga,2015,Abanca Balaídos,Celta de Vigo,29000,345887,18205,19,,62.8
Spain,La Liga,2015,La Cerámica,Villarreal CF,23500,325783,17146,19,,73.0
Spain,La Liga,2015,Nuevo Los Cármenes,Granada CF,19336,312035,16423,19,,84.9
Spain,La Liga,2015,Ciutat de València,Levante UD,26354,271440,14286,19,,54.2
Spain,La Liga,2015,Campo de Fútbol de Vallecas,Rayo Vallecano,15105,219262,11540,19,1,76.4
Spain,La Liga,2015,Coliseum Alfonso Pérez,Getafe CF,16800,140843,7413,19,,44.1
Spain,La Liga,2015,Ipurua,SD Eibar,8164,98811,5201,19,,63.7
Spain,La Liga,2016,Spotify Camp Nou,FC Barcelona,99354,1494886,78678,19,1,79.2
Spain,La Liga,2016,Santiago Bernabéu,Real Madrid,81044,1358743,71513,19,1,88.2
Spain,La Liga,2016,Civitas Metropolitano,Atlético de Madrid,68456,849963,44735,19,,65.4
Spain,La Liga,2016,San Mamés,Athletic Bilbao,53289,780094,41058,19,,77.1
Spain,La Liga,2016,Mestalla,Valencia CF,48600,644521,33922,19,,69.8
Spain,La Liga,2016,Benito Villamarín,Real Betis Balompié,59378,637724,33564,19,,56.5
Spain,La Liga,2016,Ramón Sánchez-Pizjuán,Sevilla FC,43883,622699,32774,19,,74.7
Spain,La Liga,2016,El Molinón - Enrique Castro Quini,Sporting Gijón,29029,436547,22976,19,,79.2
Spain,La Liga,2016,Abanca Riazor,Deportivo de La Coruña,32912,426216,22432,19,,68.2
Spain,La Liga,2016,La Rosaleda,Málaga CF,30044,416874,21941,19,,73.0
Spain,La Liga,2016,Reale Arena ,Real Sociedad,39313,407949,21471,19,,54.6
Spain,La Liga,2016,Estadio de Gran Canaria,UD Las Palmas,32400,388385,20441,19,,63.1
Spain,La Liga,2016,RCDE Stadium,RCD Espanyol Barcelona,40500,387275,20383,19,,50.3
Spain,La Liga,2016,Mendizorroza,Deportivo Alavés,19840,340812,17937,19,2,90.4
Spain,La Liga,2016,La Cerámica,Villarreal CF,23500,338309,17806,19,,75.8
Spain,La Liga,2016,Abanca Balaídos,Celta de Vigo,29000,321153,16903,19,,58.3
Spain,La Liga,2016,Nuevo Los Cármenes,Granada CF,19336,282870,14888,19,,77.0
Spain,La Liga,2016,El Sadar,CA Osasuna,23576,280381,14757,19,,62.6
Spain,La Liga,2016,Butarque,CD Leganés,12454,192907,10153,19,5,81.5
Spain,La Liga,2016,Ipurua,SD Eibar,8164,101158,5324,19,2,65.2
Spain,La Liga,2017,Spotify Camp Nou,FC Barcelona,99354,1270219,70568,18,,71.0
Spain,La Liga,2017,Santiago Bernabéu,Real Madrid,81044,1263693,66510,19,,82.1
Spain,La Liga,2017,Civitas Metropolitano,Atlético de Madrid,68456,1054510,55501,19,,81.1
Spain,La Liga,2017,Benito Villamarín,Real Betis Balompié,59378,888939,46786,19,,78.8
Spain,La Liga,2017,Mestalla,Valencia CF,48600,731540,38502,19,,79.2
Spain,La Liga,2017,San Mamés,Athletic Bilbao,53289,707677,37246,19,,69.9
Spain,La Liga,2017,Ramón Sánchez-Pizjuán,Sevilla FC,43883,626978,32999,19,,75.2
Spain,La Liga,2017,Abanca Riazor,Deportivo de La Coruña,32912,389842,20518,19,,62.3
Spain,La Liga,2017,La Rosaleda,Málaga CF,30044,386327,20333,19,,67.7
Spain,La Liga,2017,Reale Arena ,Real Sociedad,39313,375723,19775,19,,50.3
Spain,La Liga,2017,Mendizorroza,Deportivo Alavés,19840,349398,18389,19,1,92.7
Spain,La Liga,2017,Ciutat de València,Levante UD,26354,343244,18065,19,,68.6
Spain,La Liga,2017,RCDE Stadium,RCD Espanyol Barcelona,40500,339095,17847,19,,44.1
Spain,La Liga,2017,La Cerámica,Villarreal CF,23500,318286,16752,19,,71.3
Spain,La Liga,2017,Abanca Balaídos,Celta de Vigo,29000,306955,16156,19,,55.7
Spain,La Liga,2017,Estadio de Gran Canaria,UD Las Palmas,32400,305415,16074,19,,49.6
Spain,La Liga,2017,Montilivi,Girona FC,13286,197708,10406,19,1,78.3
Spain,La Liga,2017,Coliseum Alfonso Pérez,Getafe CF,16800,197271,10383,19,,61.8
Spain,La Liga,2017,Butarque,CD Leganés,12454,188717,9932,19,3,79.8
Spain,La Liga,2017,Ipurua,SD Eibar,8164,101411,5337,19,,65.4
Spain,La Liga,2018,Spotify Camp Nou,FC Barcelona,99354,1444972,76051,19,,76.6
Spain,La Liga,2018,Santiago Bernabéu,Real Madrid,81044,1152247,60645,19,,74.8
Spain,La Liga,2018,Civitas Metropolitano,Atlético de Madrid,68456,1068100,56216,19,,82.1
Spain,La Liga,2018,Benito Villamarín,Real Betis Balompié,59378,845976,44525,19,,75.0
Spain,La Liga,2018,San Mamés,Athletic Bilbao,53289,772423,40654,19,,76.3
Spain,La Liga,2018,Mestalla,Valencia CF,48600,750124,39480,19,,81.2
Spain,La Liga,2018,Ramón Sánchez-Pizjuán,Sevilla FC,43883,682891,35942,19,,81.9
Spain,La Liga,2018,Reale Arena ,Real Sociedad,39313,424242,22329,19,,56.8
Spain,La Liga,2018,Ciutat de València,Levante UD,26354,384104,20216,19,,76.7
Spain,La Liga,2018,RCDE Stadium,RCD Espanyol Barcelona,40500,368364,19388,19,,47.9
Spain,La Liga,2018,Nuevo José Zorrilla,Real Valladolid CF,27618,361846,19045,19,,69.0
Spain,La Liga,2018,Abanca Balaídos,Celta de Vigo,29000,334454,17603,19,,60.7
Spain,La Liga,2018,Mendizorroza,Deportivo Alavés,19840,326478,18138,18,,91.4
Spain,La Liga,2018,La Cerámica,Villarreal CF,23500,317911,16732,19,,71.2
Spain,La Liga,2018,Campo de Fútbol de Vallecas,Rayo Vallecano,15105,226631,11928,19,,79.0
Spain,La Liga,2018,Coliseum Alfonso Pérez,Getafe CF,16800,209005,11000,19,,65.5
